Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
552.944,8.170e+6,8.170e+6,,
552.949,5.766e+6,5.766e+6,,
552.954,4.004e+6,4.004e+6,,
552.959,2.735e+6,2.735e+6,,
552.964,1.838e+6,1.838e+6,,
552.969,1.215e+6,1.215e+6,,
552.974,7.900e+5,7.900e+5,,
552.979,5.055e+5,5.055e+5,,
552.984,3.181e+5,3.181e+5,,
552.989,1.970e+5,1.970e+5,,
552.994,1.200e+5,1.200e+5,,
552.999,7.191e+4,7.191e+4,,
553.004,4.239e+4,4.239e+4,,
553.009,2.459e+4,2.459e+4,,
553.014,1.403e+4,1.403e+4,,
553.019,7.874e+3,7.874e+3,,
553.024,4.348e+3,4.348e+3,,
553.029,2.362e+3,2.362e+3,,
553.034,1.262e+3,1.262e+3,,
553.039,6.637e+2,6.637e+2,,
553.044,3.433e+2,3.433e+2,,
553.049,1.747e+2,1.747e+2,,
553.054,8.743e+1,8.743e+1,,
553.059,4.306e+1,4.306e+1,,
553.064,2.086e+1,2.086e+1,,
553.069,9.941e+0,9.941e+0,,
553.074,4.661e+0,4.661e+0,,
553.079,2.150e+0,2.150e+0,,
553.084,9.756e-1,9.756e-1,,
553.089,4.355e-1,4.355e-1,,
553.094,1.913e-1,1.913e-1,,
553.099,8.263e-2,8.263e-2,,
553.104,3.512e-2,3.512e-2,,
553.109,1.468e-2,1.468e-2,,
553.114,6.041e-3,6.041e-3,,
553.119,2.444e-3,2.444e-3,,
553.124,9.731e-4,9.731e-4,,
553.129,3.811e-4,3.811e-4,,
553.134,1.468e-4,1.468e-4,,
553.139,5.566e-5,5.566e-5,,
553.144,2.075e-5,2.075e-5,,
553.149,7.614e-6,7.614e-6,,
553.154,2.748e-6,2.748e-6,,
553.159,9.755e-7,9.755e-7,,
553.164,3.407e-7,3.407e-7,,
553.169,1.171e-7,1.171e-7,,
553.174,3.957e-8,3.957e-8,,
