Wavelength (nm),Sum(calc),Fe I (3.1e-1),Fe II (6.9e-1),Fe III (1.6e-4),Fe IV (1.1e-14),Fe V (3.3e-34)
565.39,1.698e+2,6.720e-10,1.698e+2,1.669e-10,1.699e-30,
565.41,9.550e+1,6.681e-10,9.550e+1,3.832e-10,1.699e-30,
565.43,5.252e+1,6.643e-10,5.252e+1,8.603e-10,1.698e-30,
565.44,3.862e+1,6.624e-10,3.862e+1,1.278e-9,1.698e-30,
565.46,2.053e+1,6.586e-10,2.053e+1,2.775e-9,1.698e-30,
565.47,1.485e+1,6.566e-10,1.485e+1,4.053e-9,1.698e-30,
565.49,7.630e+0,6.528e-10,7.630e+0,8.507e-9,1.697e-30,
565.51,3.834e+0,6.490e-10,3.834e+0,1.746e-8,1.697e-30,
565.52,2.695e+0,6.471e-10,2.695e+0,2.480e-8,1.697e-30,
565.54,1.309e+0,6.432e-10,1.309e+0,4.920e-8,1.697e-30,
565.56,6.217e-1,6.394e-10,6.217e-1,9.545e-8,1.696e-30,
565.57,4.248e-1,6.375e-10,4.248e-1,1.318e-7,1.696e-30,
565.59,1.950e-1,6.337e-10,1.950e-1,2.473e-7,1.696e-30,
565.61,8.755e-2,6.298e-10,8.755e-2,4.535e-7,1.695e-30,
565.62,5.817e-2,6.279e-10,5.817e-2,6.090e-7,1.695e-30,
565.64,2.524e-2,6.241e-10,2.524e-2,1.080e-6,1.695e-30,
565.65,1.649e-2,6.222e-10,1.649e-2,1.426e-6,1.695e-30,
565.67,6.919e-3,6.183e-10,6.916e-3,2.445e-6,1.694e-30,
565.69,2.841e-3,6.145e-10,2.837e-3,4.099e-6,1.694e-30,
565.70,1.807e-3,6.126e-10,1.801e-3,5.262e-6,1.694e-30,
565.72,7.227e-4,6.088e-10,7.142e-4,8.530e-6,1.694e-30,
565.74,2.904e-4,6.049e-10,2.769e-4,1.352e-5,1.693e-30,
565.75,1.878e-4,6.030e-10,1.709e-4,1.688e-5,1.693e-30,
565.77,8.991e-5,5.992e-10,6.405e-5,2.586e-5,1.693e-30,
565.79,6.222e-5,5.954e-10,2.347e-5,3.875e-5,1.692e-30,
565.80,6.112e-5,5.934e-10,1.409e-5,4.703e-5,1.692e-30,
565.82,7.312e-5,5.896e-10,4.989e-6,6.813e-5,1.692e-30,
565.83,8.426e-5,5.877e-10,2.944e-6,8.132e-5,1.692e-30,
565.85,1.149e-4,5.839e-10,1.008e-6,1.139e-4,1.691e-30,
565.87,1.563e-4,5.800e-10,3.375e-7,1.560e-4,1.691e-30,
565.88,1.812e-4,5.781e-10,1.936e-7,1.810e-4,1.691e-30,
565.90,2.398e-4,5.743e-10,6.266e-8,2.397e-4,1.691e-30,
565.92,3.104e-4,5.705e-10,1.983e-8,3.104e-4,1.690e-30,
565.93,3.502e-4,5.685e-10,1.106e-8,3.502e-4,1.690e-30,
565.95,4.384e-4,5.647e-10,3.382e-9,4.384e-4,1.690e-30,
565.97,5.367e-4,5.609e-10,1.011e-9,5.367e-4,1.689e-30,
565.98,5.888e-4,5.590e-10,5.485e-10,5.888e-4,1.689e-30,
566.00,6.968e-4,5.551e-10,1.586e-10,6.968e-4,1.689e-30,
566.01,7.517e-4,5.532e-10,8.454e-11,7.517e-4,1.689e-30,
566.03,8.601e-4,5.494e-10,2.363e-11,8.601e-4,1.688e-30,
566.05,9.624e-4,5.456e-10,6.456e-12,9.624e-4,1.688e-30,
566.06,1.009e-3,5.436e-10,3.346e-12,1.009e-3,1.688e-30,
566.08,1.092e-3,5.398e-10,3.339e-12,1.092e-3,1.688e-30,
566.10,1.155e-3,5.360e-10,3.333e-12,1.155e-3,1.687e-30,
566.11,1.178e-3,5.341e-10,3.329e-12,1.178e-3,1.687e-30,
566.13,1.205e-3,5.302e-10,3.322e-12,1.205e-3,1.687e-30,
566.15,1.205e-3,5.264e-10,3.316e-12,1.205e-3,1.686e-30,
566.16,1.195e-3,5.245e-10,3.312e-12,1.195e-3,1.686e-30,
566.18,1.155e-3,5.207e-10,3.305e-12,1.155e-3,1.686e-30,
566.19,1.126e-3,5.188e-10,3.302e-12,1.126e-3,1.686e-30,
566.21,1.053e-3,5.149e-10,3.295e-12,1.053e-3,1.685e-30,
566.23,9.624e-4,5.111e-10,3.288e-12,9.624e-4,1.685e-30,
566.24,9.124e-4,5.092e-10,3.285e-12,9.124e-4,1.685e-30,
566.26,8.063e-4,5.053e-10,3.278e-12,8.063e-4,1.685e-30,
566.28,6.968e-4,5.015e-10,3.271e-12,6.968e-4,1.684e-30,
566.29,6.423e-4,4.996e-10,3.268e-12,6.423e-4,1.684e-30,
566.31,5.367e-4,4.958e-10,3.261e-12,5.367e-4,1.684e-30,
566.33,4.384e-4,4.919e-10,3.254e-12,4.384e-4,1.683e-30,
566.34,3.929e-4,4.900e-10,3.251e-12,3.929e-4,1.683e-30,
566.36,3.104e-4,4.862e-10,3.244e-12,3.104e-4,1.683e-30,
566.37,2.735e-4,4.843e-10,3.241e-12,2.735e-4,1.683e-30,
566.39,2.089e-4,4.805e-10,3.234e-12,2.089e-4,1.682e-30,
566.41,1.560e-4,4.766e-10,3.227e-12,1.560e-4,1.682e-30,
566.42,1.337e-4,4.747e-10,3.224e-12,1.337e-4,1.682e-30,
566.44,9.651e-5,4.709e-10,3.217e-12,9.651e-5,1.682e-30,
566.46,6.813e-5,4.670e-10,3.210e-12,6.813e-5,1.681e-30,
566.47,5.677e-5,4.651e-10,3.207e-12,5.677e-5,1.681e-30,
566.49,3.875e-5,4.613e-10,3.200e-12,3.875e-5,1.681e-30,
566.51,2.586e-5,4.575e-10,3.193e-12,2.586e-5,1.680e-30,
566.52,2.095e-5,4.556e-10,3.190e-12,2.095e-5,1.680e-30,
566.54,1.352e-5,4.517e-10,3.183e-12,1.352e-5,1.680e-30,
566.55,1.077e-5,4.498e-10,3.180e-12,1.077e-5,1.680e-30,
566.57,6.719e-6,4.460e-10,3.173e-12,6.719e-6,1.679e-30,
566.59,4.099e-6,4.422e-10,3.166e-12,4.099e-6,1.679e-30,
566.60,3.176e-6,4.402e-10,3.163e-12,3.176e-6,1.679e-30,
566.62,1.875e-6,4.364e-10,3.156e-12,1.875e-6,1.679e-30,
566.64,1.085e-6,4.326e-10,3.149e-12,1.085e-6,1.678e-30,
566.65,8.198e-7,4.307e-10,3.146e-12,8.198e-7,1.678e-30,
566.67,4.668e-7,4.268e-10,3.139e-12,4.668e-7,1.678e-30,
566.69,2.736e-7,4.230e-10,3.132e-12,2.736e-7,1.677e-30,
566.70,2.178e-7,4.211e-10,3.129e-12,2.178e-7,1.677e-30,
566.72,1.657e-7,4.173e-10,3.122e-12,1.657e-7,1.677e-30,
566.73,1.650e-7,4.153e-10,3.119e-12,1.650e-7,1.677e-30,
566.75,2.132e-7,4.115e-10,3.112e-12,2.132e-7,1.676e-30,
566.77,3.399e-7,4.077e-10,3.105e-12,3.399e-7,1.676e-30,
566.78,4.423e-7,4.058e-10,3.102e-12,4.423e-7,1.676e-30,
566.80,7.583e-7,4.019e-10,3.095e-12,7.583e-7,1.676e-30,
566.82,1.290e-6,3.981e-10,3.088e-12,1.290e-6,1.675e-30,
566.83,1.671e-6,3.962e-10,3.085e-12,1.671e-6,1.675e-30,
566.85,2.763e-6,3.924e-10,3.078e-12,2.763e-6,1.675e-30,
566.87,4.468e-6,3.885e-10,3.071e-12,4.468e-6,1.674e-30,
566.88,5.636e-6,3.866e-10,3.068e-12,5.636e-6,1.674e-30,
566.90,8.816e-6,3.828e-10,3.061e-12,8.816e-6,1.674e-30,
566.91,1.093e-5,3.809e-10,3.058e-12,1.093e-5,1.674e-30,
566.93,1.654e-5,3.770e-10,3.051e-12,1.654e-5,1.673e-30,
566.95,2.447e-5,3.732e-10,3.044e-12,2.447e-5,1.673e-30,
566.96,2.951e-5,3.713e-10,3.041e-12,2.951e-5,1.673e-30,
566.98,4.221e-5,3.675e-10,3.034e-12,4.221e-5,1.673e-30,
567.00,5.904e-5,3.636e-10,3.027e-12,5.904e-5,1.672e-30,
567.01,6.924e-5,3.617e-10,3.024e-12,6.924e-5,1.672e-30,
567.03,9.366e-5,3.579e-10,3.017e-12,9.366e-5,1.672e-30,
567.05,1.239e-4,3.541e-10,3.010e-12,1.239e-4,1.671e-30,
567.06,1.413e-4,3.521e-10,3.007e-12,1.413e-4,1.671e-30,
567.08,1.807e-4,3.483e-10,3.000e-12,1.807e-4,1.671e-30,
567.09,2.027e-4,3.464e-10,2.997e-12,2.027e-4,1.671e-30,
567.11,2.507e-4,3.426e-10,2.990e-12,2.507e-4,1.670e-30,
567.13,3.032e-4,3.387e-10,2.983e-12,3.032e-4,1.670e-30,
567.14,3.306e-4,3.368e-10,2.980e-12,3.306e-4,1.670e-30,
567.16,3.867e-4,3.330e-10,2.973e-12,3.867e-4,1.670e-30,
567.18,4.422e-4,3.292e-10,2.966e-12,4.422e-4,1.669e-30,
567.19,4.690e-4,3.273e-10,2.963e-12,4.690e-4,1.669e-30,
567.21,5.186e-4,3.234e-10,2.956e-12,5.186e-4,1.669e-30,
567.22,5.409e-4,3.215e-10,2.952e-12,5.409e-4,1.669e-30,
567.24,5.784e-4,3.177e-10,2.946e-12,5.784e-4,1.668e-30,
567.26,6.049e-4,3.138e-10,2.939e-12,6.049e-4,1.668e-30,
567.27,6.134e-4,3.119e-10,2.935e-12,6.134e-4,1.668e-30,
567.29,6.203e-4,3.081e-10,2.929e-12,6.203e-4,1.667e-30,
567.31,6.134e-4,3.043e-10,2.922e-12,6.134e-4,1.667e-30,
567.32,6.049e-4,3.024e-10,2.919e-12,6.049e-4,1.667e-30,
567.34,5.784e-4,2.985e-10,2.912e-12,5.784e-4,1.667e-30,
567.36,5.409e-4,2.947e-10,2.905e-12,5.409e-4,1.666e-30,
567.37,5.186e-4,2.928e-10,2.902e-12,5.186e-4,1.666e-30,
567.39,4.690e-4,2.890e-10,2.895e-12,4.690e-4,1.666e-30,
567.40,4.422e-4,2.870e-10,2.891e-12,4.422e-4,1.666e-30,
567.42,3.867e-4,2.832e-10,2.885e-12,3.867e-4,1.665e-30,
567.44,3.306e-4,2.794e-10,2.878e-12,3.306e-4,1.665e-30,
567.45,3.032e-4,2.775e-10,2.874e-12,3.032e-4,1.665e-30,
567.47,2.507e-4,2.736e-10,2.868e-12,2.507e-4,1.664e-30,
567.49,2.027e-4,1.007e-9,2.861e-12,2.027e-4,1.664e-30,
567.50,1.807e-4,1.915e-9,2.857e-12,1.807e-4,1.664e-30,
567.52,1.413e-4,6.812e-9,2.851e-12,1.413e-4,1.664e-30,
567.54,1.080e-4,2.370e-8,2.844e-12,1.080e-4,1.663e-30,
567.55,9.370e-5,4.384e-8,2.840e-12,9.366e-5,1.663e-30,
567.57,6.939e-5,1.475e-7,2.834e-12,6.924e-5,1.663e-30,
567.58,5.931e-5,2.684e-7,2.830e-12,5.904e-5,1.663e-30,
567.60,4.308e-5,8.736e-7,2.823e-12,4.221e-5,1.662e-30,
567.62,3.229e-5,2.781e-6,2.817e-12,2.951e-5,1.662e-30,
567.63,2.939e-5,4.920e-6,2.813e-12,2.447e-5,1.662e-30,
567.65,3.168e-5,1.514e-5,2.807e-12,1.654e-5,1.661e-30,
567.67,5.653e-5,4.559e-5,2.800e-12,1.093e-5,1.661e-30,
567.68,8.727e-5,7.845e-5,2.796e-12,8.816e-6,1.661e-30,
567.70,2.341e-4,2.284e-4,2.790e-12,5.635e-6,1.661e-30,
567.72,6.540e-4,6.505e-4,2.783e-12,3.523e-6,1.660e-30,
567.73,1.091e-3,1.089e-3,2.779e-12,2.762e-6,1.660e-30,
567.75,3.000e-3,2.998e-3,2.773e-12,1.670e-6,1.660e-30,
567.76,4.936e-3,4.934e-3,2.769e-12,1.287e-6,1.660e-30,
567.78,1.314e-2,1.314e-2,2.762e-12,7.524e-7,1.659e-30,
567.80,3.424e-2,3.424e-2,2.756e-12,4.301e-7,1.659e-30,
567.81,5.480e-2,5.480e-2,2.752e-12,3.224e-7,1.659e-30,
567.83,1.381e-1,1.381e-1,2.745e-12,1.782e-7,1.658e-30,
567.85,3.402e-1,3.402e-1,2.739e-12,9.633e-8,1.658e-30,
567.86,5.295e-1,5.295e-1,2.735e-12,7.023e-8,1.658e-30,
567.88,1.262e+0,1.262e+0,2.728e-12,3.671e-8,1.658e-30,
567.90,2.941e+0,2.941e+0,2.722e-12,1.876e-8,1.657e-30,
567.91,4.452e+0,4.452e+0,2.718e-12,1.330e-8,1.657e-30,
567.93,1.004e+1,1.004e+1,2.711e-12,6.573e-9,1.657e-30,
567.94,1.494e+1,1.494e+1,2.708e-12,4.582e-9,1.657e-30,
567.96,3.257e+1,3.257e+1,2.701e-12,2.190e-9,1.656e-30,
567.98,6.944e+1,6.944e+1,2.695e-12,1.024e-9,1.656e-30,
567.99,1.005e+2,1.005e+2,2.691e-12,6.939e-10,1.656e-30,
568.01,2.073e+2,2.073e+2,2.684e-12,3.136e-10,1.655e-30,
568.03,4.181e+2,4.181e+2,2.678e-12,1.386e-10,1.655e-30,
568.04,5.887e+2,5.887e+2,2.674e-12,9.135e-11,1.655e-30,
568.06,1.148e+3,1.148e+3,2.667e-12,3.904e-11,1.655e-30,
568.08,2.190e+3,2.190e+3,2.661e-12,1.631e-11,1.654e-30,
568.09,2.999e+3,2.999e+3,2.657e-12,1.046e-11,1.654e-30,
568.11,5.533e+3,5.533e+3,2.650e-12,4.226e-12,1.654e-30,
568.12,7.452e+3,7.452e+3,2.647e-12,2.664e-12,1.654e-30,
568.14,1.330e+4,1.330e+4,2.640e-12,1.041e-12,1.653e-30,
568.16,2.320e+4,2.320e+4,2.633e-12,3.978e-13,1.653e-30,
568.17,3.039e+4,3.039e+4,2.630e-12,2.438e-13,1.653e-30,
568.19,5.128e+4,5.128e+4,2.623e-12,9.013e-14,1.652e-30,
568.21,8.463e+4,8.463e+4,2.616e-12,3.265e-14,1.652e-30,
568.22,1.078e+5,1.078e+5,2.613e-12,1.958e-14,1.652e-30,
568.24,1.721e+5,1.721e+5,2.606e-12,7.316e-15,1.652e-30,
568.26,2.686e+5,2.686e+5,2.600e-12,3.925e-15,1.651e-30,
568.27,3.328e+5,3.328e+5,2.596e-12,4.108e-15,1.651e-30,
568.29,5.025e+5,5.025e+5,2.589e-12,8.477e-15,1.651e-30,
568.30,6.123e+5,6.123e+5,2.586e-12,1.383e-14,1.651e-30,
568.32,8.940e+5,8.940e+5,2.579e-12,3.824e-14,1.650e-30,
568.34,1.277e+6,1.277e+6,2.572e-12,1.049e-13,1.650e-30,
568.35,1.513e+6,1.513e+6,2.569e-12,1.724e-13,1.650e-30,
568.37,2.089e+6,2.089e+6,2.562e-12,4.583e-13,1.649e-30,
568.39,2.822e+6,2.822e+6,2.555e-12,1.192e-12,1.649e-30,
568.40,3.252e+6,3.252e+6,2.552e-12,1.905e-12,1.649e-30,
568.42,4.248e+6,4.248e+6,2.545e-12,4.791e-12,1.649e-30,
568.44,5.427e+6,5.427e+6,2.538e-12,1.178e-11,1.648e-30,
568.45,6.083e+6,6.083e+6,2.535e-12,1.833e-11,1.648e-30,
568.47,7.516e+6,7.516e+6,2.528e-12,4.359e-11,1.648e-30,
568.48,8.285e+6,8.285e+6,2.525e-12,6.667e-11,1.648e-30,
568.50,9.901e+6,9.901e+6,2.518e-12,1.534e-10,1.647e-30,
568.52,1.157e+7,1.157e+7,2.511e-12,3.452e-10,1.647e-30,
568.53,1.240e+7,1.240e+7,2.508e-12,5.135e-10,1.647e-30,
568.55,1.402e+7,1.402e+7,2.501e-12,1.118e-9,1.646e-30,
568.57,1.550e+7,1.550e+7,2.494e-12,2.379e-9,1.646e-30,
568.58,1.616e+7,1.616e+7,2.491e-12,3.442e-9,1.646e-30,
568.60,1.728e+7,1.728e+7,2.484e-12,7.086e-9,1.646e-30,
568.62,1.806e+7,1.806e+7,2.477e-12,1.427e-8,1.645e-30,
568.63,1.831e+7,1.831e+7,2.474e-12,2.008e-8,1.645e-30,
568.65,1.852e+7,1.852e+7,2.467e-12,3.911e-8,1.645e-30,
568.66,1.847e+7,1.847e+7,2.464e-12,5.412e-8,1.645e-30,
568.68,1.806e+7,1.806e+7,2.457e-12,1.020e-7,1.644e-30,
568.70,1.728e+7,1.728e+7,2.450e-12,1.878e-7,1.644e-30,
568.71,1.675e+7,1.675e+7,2.447e-12,2.528e-7,1.644e-30,
568.73,1.550e+7,1.550e+7,2.440e-12,4.506e-7,1.643e-30,
568.75,1.402e+7,1.402e+7,2.433e-12,7.852e-7,1.643e-30,
568.76,1.322e+7,1.322e+7,2.430e-12,1.028e-6,1.643e-30,
568.78,1.157e+7,1.157e+7,2.423e-12,1.733e-6,1.643e-30,
568.80,9.901e+6,9.901e+6,2.416e-12,2.857e-6,1.642e-30,
568.81,9.082e+6,9.082e+6,2.413e-12,3.638e-6,1.642e-30,
568.83,7.516e+6,7.516e+6,2.406e-12,5.801e-6,1.642e-30,
568.84,6.781e+6,6.781e+6,2.403e-12,7.264e-6,1.642e-30,
568.86,5.427e+6,5.427e+6,2.396e-12,1.120e-5,1.641e-30,
568.88,4.248e+6,4.248e+6,2.389e-12,1.690e-5,1.641e-30,
568.89,3.727e+6,3.727e+6,2.386e-12,2.058e-5,1.641e-30,
568.91,2.822e+6,2.822e+6,2.379e-12,3.003e-5,1.640e-30,
568.93,2.089e+6,2.089e+6,2.372e-12,4.285e-5,1.640e-30,
568.94,1.783e+6,1.783e+6,2.369e-12,5.077e-5,1.640e-30,
568.96,1.277e+6,1.277e+6,2.362e-12,7.007e-5,1.640e-30,
568.98,8.940e+5,8.940e+5,2.355e-12,9.458e-5,1.639e-30,
568.99,7.419e+5,7.419e+5,2.352e-12,1.090e-4,1.639e-30,
569.01,5.025e+5,5.025e+5,2.345e-12,1.423e-4,1.639e-30,
569.02,4.101e+5,4.101e+5,2.342e-12,1.612e-4,1.639e-30,
569.04,2.686e+5,2.686e+5,2.335e-12,2.036e-4,1.638e-30,
569.06,1.721e+5,1.721e+5,2.328e-12,2.515e-4,1.638e-30,
569.07,1.366e+5,1.366e+5,2.325e-12,2.772e-4,1.638e-30,
569.09,8.463e+4,8.463e+4,2.318e-12,3.313e-4,1.637e-30,
569.11,5.128e+4,5.128e+4,2.311e-12,3.872e-4,1.637e-30,
569.12,3.959e+4,3.959e+4,2.308e-12,4.151e-4,1.637e-30,
569.14,2.320e+4,2.320e+4,2.301e-12,4.694e-4,1.637e-30,
569.16,1.330e+4,1.330e+4,2.294e-12,5.192e-4,1.636e-30,
569.17,9.982e+3,9.982e+3,2.291e-12,5.416e-4,1.636e-30,
569.19,5.533e+3,5.533e+3,2.284e-12,5.799e-4,1.636e-30,
569.20,4.085e+3,4.085e+3,2.281e-12,5.952e-4,1.636e-30,
569.22,2.190e+3,2.190e+3,2.274e-12,6.170e-4,1.635e-30,
569.24,1.148e+3,1.148e+3,2.267e-12,6.264e-4,1.635e-30,
569.25,8.245e+2,8.245e+2,2.264e-12,6.262e-4,1.635e-30,
569.27,4.181e+2,4.181e+2,2.257e-12,6.164e-4,1.634e-30,
569.29,2.073e+2,2.073e+2,2.250e-12,5.951e-4,1.634e-30,
569.30,1.448e+2,1.448e+2,2.247e-12,5.807e-4,1.634e-30,
569.32,6.944e+1,6.944e+1,2.240e-12,5.456e-4,1.634e-30,
569.34,3.257e+1,3.257e+1,2.233e-12,5.045e-4,1.633e-30,
569.35,2.212e+1,2.212e+1,2.230e-12,4.826e-4,1.633e-30,
569.37,1.004e+1,1.004e+1,2.223e-12,4.376e-4,1.633e-30,
569.38,6.703e+0,6.703e+0,2.219e-12,4.152e-4,1.633e-30,
569.40,2.941e+0,2.941e+0,2.213e-12,3.718e-4,1.632e-30,
569.42,1.262e+0,1.262e+0,2.206e-12,3.319e-4,1.632e-30,
569.43,8.200e-1,8.197e-1,2.202e-12,3.136e-4,1.632e-30,
569.45,3.405e-1,3.402e-1,2.196e-12,2.808e-4,1.631e-30,
569.47,1.383e-1,1.381e-1,2.189e-12,2.530e-4,1.631e-30,
569.48,8.747e-2,8.722e-2,2.186e-12,2.410e-4,1.631e-30,
569.50,3.446e-2,3.424e-2,2.179e-12,2.201e-4,1.631e-30,
569.52,1.335e-2,1.314e-2,2.172e-12,2.027e-4,1.630e-30,
569.53,8.271e-3,8.075e-3,2.169e-12,1.951e-4,1.630e-30,
569.55,3.179e-3,2.998e-3,2.162e-12,1.812e-4,1.630e-30,
569.56,1.986e-3,1.812e-3,2.158e-12,1.747e-4,1.630e-30,
569.58,8.127e-4,6.505e-4,2.152e-12,1.621e-4,1.629e-30,
569.60,3.781e-4,2.284e-4,2.145e-12,1.496e-4,1.629e-30,
569.61,2.776e-4,1.342e-4,2.141e-12,1.433e-4,1.629e-30,
569.63,1.759e-4,4.559e-5,2.135e-12,1.303e-4,1.628e-30,
569.65,1.321e-4,1.514e-5,2.128e-12,1.169e-4,1.628e-30,
569.66,1.188e-4,8.656e-6,2.124e-12,1.101e-4,1.628e-30,
569.68,9.936e-5,2.781e-6,2.118e-12,9.658e-5,1.628e-30,
569.69,9.148e-5,1.563e-6,2.114e-12,8.992e-5,1.627e-30,
569.71,7.755e-5,4.856e-7,2.107e-12,7.706e-5,1.627e-30,
569.73,6.535e-5,1.475e-7,2.101e-12,6.520e-5,1.627e-30,
569.74,5.985e-5,8.065e-8,2.097e-12,5.977e-5,1.627e-30,
569.76,5.014e-5,2.370e-8,2.090e-12,5.011e-5,1.626e-30,
569.78,4.232e-5,6.812e-9,2.084e-12,4.231e-5,1.626e-30,
569.79,3.918e-5,3.621e-9,2.080e-12,3.918e-5,1.626e-30,
569.81,3.454e-5,1.007e-9,2.074e-12,3.454e-5,1.625e-30,
569.83,3.215e-5,2.736e-10,2.067e-12,3.215e-5,1.625e-30,
569.84,3.181e-5,2.741e-10,2.063e-12,3.181e-5,1.625e-30,
569.86,3.281e-5,2.750e-10,2.057e-12,3.281e-5,1.625e-30,
569.87,3.413e-5,2.754e-10,2.053e-12,3.413e-5,1.624e-30,
569.89,3.834e-5,2.763e-10,2.046e-12,3.834e-5,1.624e-30,
569.91,4.449e-5,2.772e-10,2.040e-12,4.449e-5,1.624e-30,
569.92,4.820e-5,2.777e-10,2.036e-12,4.820e-5,1.624e-30,
569.94,5.671e-5,2.786e-10,2.029e-12,5.671e-5,1.623e-30,
569.96,6.633e-5,2.795e-10,2.023e-12,6.633e-5,1.623e-30,
569.97,7.141e-5,2.800e-10,2.019e-12,7.141e-5,1.623e-30,
569.99,8.178e-5,2.809e-10,2.012e-12,8.178e-5,1.622e-30,
570.01,9.196e-5,2.818e-10,2.006e-12,9.196e-5,1.622e-30,
570.02,9.679e-5,2.822e-10,2.002e-12,9.679e-5,1.622e-30,
570.04,1.056e-4,2.831e-10,1.995e-12,1.056e-4,1.622e-30,
570.05,1.094e-4,2.836e-10,1.992e-12,1.094e-4,1.621e-30,
570.07,1.155e-4,2.845e-10,1.985e-12,1.155e-4,1.621e-30,
570.09,1.194e-4,2.854e-10,1.979e-12,1.194e-4,1.621e-30,
570.10,1.203e-4,2.858e-10,1.975e-12,1.203e-4,1.621e-30,
570.12,1.203e-4,2.867e-10,1.968e-12,1.203e-4,1.620e-30,
570.14,1.177e-4,2.877e-10,1.962e-12,1.177e-4,1.620e-30,
570.15,1.154e-4,2.881e-10,1.958e-12,1.154e-4,1.620e-30,
570.17,1.092e-4,2.890e-10,1.951e-12,1.092e-4,1.619e-30,
570.19,1.010e-4,2.899e-10,1.945e-12,1.010e-4,1.619e-30,
570.20,9.640e-5,2.904e-10,1.941e-12,9.640e-5,1.619e-30,
570.22,8.629e-5,2.913e-10,1.934e-12,8.629e-5,1.619e-30,
570.23,8.096e-5,2.917e-10,1.931e-12,8.096e-5,1.618e-30,
570.25,7.011e-5,2.926e-10,1.924e-12,7.011e-5,1.618e-30,
570.27,5.937e-5,2.935e-10,1.917e-12,5.937e-5,1.618e-30,
570.28,5.419e-5,2.940e-10,1.914e-12,5.419e-5,1.618e-30,
570.30,4.439e-5,2.949e-10,1.907e-12,4.439e-5,1.617e-30,
570.32,3.557e-5,2.958e-10,1.900e-12,3.557e-5,1.617e-30,
570.33,3.158e-5,2.962e-10,1.897e-12,3.158e-5,1.617e-30,
570.35,2.448e-5,2.971e-10,1.890e-12,2.448e-5,1.616e-30,
570.37,1.856e-5,2.981e-10,1.883e-12,1.856e-5,1.616e-30,
570.38,1.602e-5,2.985e-10,1.880e-12,1.602e-5,1.616e-30,
570.40,1.175e-5,2.994e-10,1.873e-12,1.175e-5,1.616e-30,
570.41,9.980e-6,2.999e-10,1.870e-12,9.980e-6,1.615e-30,
570.43,7.080e-6,3.008e-10,1.863e-12,7.080e-6,1.615e-30,
570.45,4.912e-6,3.017e-10,1.856e-12,4.912e-6,1.615e-30,
570.46,4.058e-6,3.021e-10,1.853e-12,4.058e-6,1.615e-30,
570.48,2.724e-6,3.030e-10,1.846e-12,2.724e-6,1.614e-30,
570.50,1.788e-6,3.039e-10,1.839e-12,1.788e-6,1.614e-30,
570.51,1.437e-6,3.044e-10,1.836e-12,1.437e-6,1.614e-30,
570.53,9.124e-7,3.053e-10,1.829e-12,9.124e-7,1.613e-30,
570.55,5.669e-7,3.062e-10,1.822e-12,5.669e-7,1.613e-30,
570.56,4.433e-7,3.066e-10,1.819e-12,4.433e-7,1.613e-30,
570.58,2.671e-7,3.075e-10,1.812e-12,2.671e-7,1.613e-30,
570.59,2.061e-7,3.080e-10,1.809e-12,2.061e-7,1.612e-30,
570.61,1.223e-7,3.089e-10,1.802e-12,1.223e-7,1.612e-30,
570.63,7.483e-8,3.098e-10,1.795e-12,7.483e-8,1.612e-30,
570.64,6.095e-8,3.103e-10,1.792e-12,6.095e-8,1.612e-30,
570.66,4.891e-8,3.112e-10,1.785e-12,4.891e-8,1.611e-30,
570.68,5.681e-8,3.121e-10,1.778e-12,5.681e-8,1.611e-30,
570.69,6.932e-8,3.125e-10,1.775e-12,6.932e-8,1.611e-30,
570.71,1.177e-7,3.134e-10,1.768e-12,1.177e-7,1.610e-30,
570.73,2.130e-7,3.143e-10,1.761e-12,2.130e-7,1.610e-30,
570.74,2.874e-7,3.148e-10,1.758e-12,2.874e-7,1.610e-30,
570.76,5.187e-7,3.157e-10,1.751e-12,5.187e-7,1.610e-30,
570.77,6.923e-7,3.161e-10,1.748e-12,6.923e-7,1.609e-30,
570.79,1.214e-6,3.170e-10,1.741e-12,1.214e-6,1.609e-30,
570.81,2.084e-6,3.179e-10,1.734e-12,2.084e-6,1.609e-30,
570.82,2.708e-6,3.184e-10,1.731e-12,2.708e-6,1.609e-30,
570.84,4.498e-6,3.193e-10,1.724e-12,4.498e-6,1.608e-30,
570.86,7.308e-6,3.202e-10,1.717e-12,7.308e-6,1.608e-30,
570.87,9.238e-6,3.207e-10,1.714e-12,9.238e-6,1.608e-30,
570.89,1.452e-5,3.216e-10,1.707e-12,1.452e-5,1.607e-30,
570.91,2.233e-5,3.225e-10,1.700e-12,2.233e-5,1.607e-30,
570.92,2.746e-5,3.229e-10,1.697e-12,2.746e-5,1.607e-30,
570.94,4.084e-5,3.238e-10,1.690e-12,4.084e-5,1.607e-30,
570.95,4.940e-5,3.243e-10,1.687e-12,4.940e-5,1.606e-30,
570.97,7.109e-5,3.252e-10,1.680e-12,7.109e-5,1.606e-30,
570.99,1.001e-4,3.261e-10,1.673e-12,1.001e-4,1.606e-30,
571.00,1.178e-4,3.265e-10,1.670e-12,1.178e-4,1.606e-30,
571.02,1.604e-4,3.274e-10,1.663e-12,1.604e-4,1.605e-30,
571.04,2.136e-4,3.283e-10,1.656e-12,2.136e-4,1.605e-30,
571.05,2.445e-4,3.288e-10,1.653e-12,2.445e-4,1.605e-30,
571.07,3.151e-4,3.297e-10,1.646e-12,3.151e-4,1.604e-30,
